AÑO_INSCRIPCION,MES_INSCRIPCION,COD_SEXO,COD_HECHO,COD_INSCRIPCION_1,COD_INSCRIPCION_2,UBIGEO_L,UBIGEO_INEI_L,DEPA_CONT_L,PROV_PAIS_L,DIST_CIUD_L,Nacional_L,CANTIDAD
2026,Enero,No aplica,Matrimonio,Ordinaria,Inscripción,010101,010101,Amazonas,Chachapoyas,Chachapoyas,Nacional,14
2026,Enero,No aplica,Matrimonio,Ordinaria,Inscripción,010109,010109,Amazonas,Chachapoyas,La Jalca,Nacional,1
2026,Enero,No aplica,Matrimonio,Ordinaria,Inscripción,010115,010115,Amazonas,Chachapoyas,Montevideo,Nacional,1
2026,Enero,No aplica,Matrimonio,Ordinaria,Inscripción,010201,010206,Amazonas,Bagua,La Peca,Nacional,2
2026,Enero,No aplica,Matrimonio,Ordinaria,Inscripción,010202,010202,Amazonas,Bagua,Aramango,Nacional,1
2026,Enero,No aplica,Matrimonio,Ordinaria,Inscripción,010204,010204,Amazonas,Bagua,El Parco,Nacional,2
2026,Enero,No aplica,Matrimonio,Ordinaria,Inscripción,010301,010301,Amazonas,Bongará,Jumbilla,Nacional,1
2026,Enero,No aplica,Matrimonio,Ordinaria,Inscripción,010303,010305,Amazonas,Bongará,Cuispes,Nacional,1
2026,Enero,No aplica,Matrimonio,Ordinaria,Inscripción,010306,010306,Amazonas,Bongará,Florida,Nacional,1
2026,Enero,No aplica,Matrimonio,Ordinaria,Inscripción,010312,010307,Amazonas,Bongará,Jazan,Nacional,1
2026,Enero,No aplica,Matrimonio,Ordinaria,Inscripción,010402,010502,Amazonas,Luya,Camporredondo,Nacional,1
2026,Enero,No aplica,Matrimonio,Ordinaria,Inscripción,010412,010512,Amazonas,Luya,Ocalli,Nacional,1
2026,Enero,No aplica,Matrimonio,Ordinaria,Inscripción,010501,010601,Amazonas,Rodríguez de Mendoza,San Nicolás,Nacional,1
2026,Enero,No aplica,Matrimonio,Ordinaria,Inscripción,010504,010604,Amazonas,Rodríguez de Mendoza,Huambo,Nacional,1
2026,Enero,No aplica,Matrimonio,Ordinaria,Inscripción,010508,010607,Amazonas,Rodríguez de Mendoza,Mariscal Benavides,Nacional,2
2026,Enero,No aplica,Matrimonio,Ordinaria,Inscripción,010701,010701,Amazonas,Utcubamba,Bagua Grande,Nacional,4
2026,Enero,No aplica,Matrimonio,Ordinaria,Inscripción,010702,010702,Amazonas,Utcubamba,Cajaruro,Nacional,7
2026,Enero,No aplica,Matrimonio,Ordinaria,Inscripción,010704,010704,Amazonas,Utcubamba,El Milagro,Nacional,2
2026,Enero,No aplica,Matrimonio,Ordinaria,Inscripción,010705,010705,Amazonas,Utcubamba,Jamalca,Nacional,1
2026,Enero,No aplica,Matrimonio,Ordinaria,Inscripción,010706,010706,Amazonas,Utcubamba,Lonya Grande,Nacional,2
2026,Enero,No aplica,Matrimonio,Ordinaria,Inscripción,020101,020101,Áncash,Huaraz,Huaraz,Nacional,1
2026,Enero,No aplica,Matrimonio,Ordinaria,Inscripción,020102,020105,Áncash,Huaraz,Independencia,Nacional,7
2026,Enero,No aplica,Matrimonio,Ordinaria,Inscripción,020108,020108,Áncash,Huaraz,Olleros,Nacional,2
2026,Enero,No aplica,Matrimonio,Ordinaria,Inscripción,020201,020201,Áncash,Aija,Aija,Nacional,1
2026,Enero,No aplica,Matrimonio,Ordinaria,Inscripción,020206,020204,Áncash,Aija,La Merced,Nacional,1
2026,Enero,No aplica,Matrimonio,Ordinaria,Inscripción,020301,020501,Áncash,Bolognesi,Chiquian,Nacional,2
2026,Enero,No aplica,Matrimonio,Ordinaria,Inscripción,020304,020504,Áncash,Bolognesi,Aquia,Nacional,1
2026,Enero,No aplica,Matrimonio,Ordinaria,Inscripción,020321,020503,Áncash,Bolognesi,Antonio Raymondi,Nacional,1
2026,Enero,No aplica,Matrimonio,Ordinaria,Inscripción,020325,020508,Áncash,Bolognesi,Huallanca,Nacional,1
2026,Enero,No aplica,Matrimonio,Ordinaria,Inscripción,020401,020601,Áncash,Carhuaz,Carhuaz,Nacional,6
2026,Enero,No aplica,Matrimonio,Ordinaria,Inscripción,020406,020606,Áncash,Carhuaz,Marcara,Nacional,1
2026,Enero,No aplica,Matrimonio,Ordinaria,Inscripción,020409,020609,Áncash,Carhuaz,Shilla,Nacional,1
2026,Enero,No aplica,Matrimonio,Ordinaria,Inscripción,020410,020610,Áncash,Carhuaz,Tinco,Nacional,3
2026,Enero,No aplica,Matrimonio,Ordinaria,Inscripción,020501,020801,Áncash,Casma,Casma,Nacional,2
2026,Enero,No aplica,Matrimonio,Ordinaria,Inscripción,020502,020802,Áncash,Casma,Buena Vista Alta,Nacional,1
2026,Enero,No aplica,Matrimonio,Ordinaria,Inscripción,020503,020803,Áncash,Casma,Comandante Noel,Nacional,4
2026,Enero,No aplica,Matrimonio,Ordinaria,Inscripción,020505,020804,Áncash,Casma,Yautan,Nacional,2
2026,Enero,No aplica,Matrimonio,Ordinaria,Inscripción,020602,020902,Áncash,Corongo,Aco,Nacional,1
2026,Enero,No aplica,Matrimonio,Ordinaria,Inscripción,020604,020904,Áncash,Corongo,Cusca,Nacional,2
2026,Enero,No aplica,Matrimonio,Ordinaria,Inscripción,020701,021201,Áncash,Huaylas,Caraz,Nacional,5
2026,Enero,No aplica,Matrimonio,Ordinaria,Inscripción,020705,021205,Áncash,Huaylas,Mato,Nacional,2
2026,Enero,No aplica,Matrimonio,Ordinaria,Inscripción,020707,021207,Áncash,Huaylas,Pueblo Libre,Nacional,1
2026,Enero,No aplica,Matrimonio,Ordinaria,Inscripción,020710,021209,Áncash,Huaylas,Santo Toribio,Nacional,1
2026,Enero,No aplica,Matrimonio,Ordinaria,Inscripción,020801,021001,Áncash,Huari,Huari,Nacional,1
2026,Enero,No aplica,Matrimonio,Ordinaria,Inscripción,020803,021004,Áncash,Huari,Chavín de Huántar,Nacional,3
2026,Enero,No aplica,Matrimonio,Ordinaria,Inscripción,020805,021007,Áncash,Huari,Huachis,Nacional,1
2026,Enero,No aplica,Matrimonio,Ordinaria,Inscripción,020813,021014,Áncash,Huari,San Marcos,Nacional,2
2026,Enero,No aplica,Matrimonio,Ordinaria,Inscripción,021008,021508,Áncash,Pallasca,Pallasca,Nacional,1
2026,Enero,No aplica,Matrimonio,Ordinaria,Inscripción,021103,021603,Áncash,Pomabamba,Parobamba,Nacional,1
2026,Enero,No aplica,Matrimonio,Ordinaria,Inscripción,021201,021701,Áncash,Recuay,Recuay,Nacional,3
2026,Enero,No aplica,Matrimonio,Ordinaria,Inscripción,021301,021801,Áncash,Santa,Chimbote,Nacional,36
2026,Enero,No aplica,Matrimonio,Ordinaria,Inscripción,021302,021802,Áncash,Santa,Cáceres del Perú,Nacional,1
2026,Enero,No aplica,Matrimonio,Ordinaria,Inscripción,021304,021805,Áncash,Santa,Moro,Nacional,3
2026,Enero,No aplica,Matrimonio,Ordinaria,Inscripción,021305,021806,Áncash,Santa,Nepeña,Nacional,8
2026,Enero,No aplica,Matrimonio,Ordinaria,Inscripción,021306,021807,Áncash,Santa,Samanco,Nacional,2
2026,Enero,No aplica,Matrimonio,Ordinaria,Inscripción,021307,021808,Áncash,Santa,Santa,Nacional,3
2026,Enero,No aplica,Matrimonio,Ordinaria,Inscripción,021308,021803,Áncash,Santa,Coishco,Nacional,7
2026,Enero,No aplica,Matrimonio,Ordinaria,Inscripción,021309,021809,Áncash,Santa,Nuevo Chimbote,Nacional,28
2026,Enero,No aplica,Matrimonio,Ordinaria,Inscripción,021410,021909,Áncash,Sihuas,San Juan,Nacional,2
2026,Enero,No aplica,Matrimonio,Ordinaria,Inscripción,021501,022001,Áncash,Yungay,Yungay,Nacional,2
2026,Enero,No aplica,Matrimonio,Ordinaria,Inscripción,021503,022003,Áncash,Yungay,Mancos,Nacional,2
2026,Enero,No aplica,Matrimonio,Ordinaria,Inscripción,021508,022008,Áncash,Yungay,Yanama,Nacional,1
2026,Enero,No aplica,Matrimonio,Ordinaria,Inscripción,021601,020301,Áncash,Antonio Raymondi,Llamellin,Nacional,1
2026,Enero,No aplica,Matrimonio,Ordinaria,Inscripción,021701,020701,Áncash,Carlos Fermín Fitzcarrald,San Luis,Nacional,2
2026,Enero,No aplica,Matrimonio,Ordinaria,Inscripción,021801,020401,Áncash,Asunción,Chacas,Nacional,2
2026,Enero,No aplica,Matrimonio,Ordinaria,Inscripción,021905,021103,Áncash,Huarmey,Culebras,Nacional,1
2026,Enero,No aplica,Matrimonio,Ordinaria,Inscripción,030101,030101,Apurímac,Abancay,Abancay,Nacional,23
2026,Enero,No aplica,Matrimonio,Ordinaria,Inscripción,030103,030104,Apurímac,Abancay,Curahuasi,Nacional,5
2026,Enero,No aplica,Matrimonio,Ordinaria,Inscripción,030106,030106,Apurímac,Abancay,Lambrama,Nacional,1
2026,Enero,No aplica,Matrimonio,Ordinaria,Inscripción,030301,030201,Apurímac,Andahuaylas,Andahuaylas,Nacional,3
2026,Enero,No aplica,Matrimonio,Ordinaria,Inscripción,030304,030204,Apurímac,Andahuaylas,Huancarama,Nacional,1
2026,Enero,No aplica,Matrimonio,Ordinaria,Inscripción,030310,030213,Apurímac,Andahuaylas,San Jerónimo,Nacional,7
2026,Enero,No aplica,Matrimonio,Ordinaria,Inscripción,030311,030216,Apurímac,Andahuaylas,Talavera,Nacional,3
2026,Enero,No aplica,Matrimonio,Ordinaria,Inscripción,030501,030501,Apurímac,Cotabambas,Tambobamba,Nacional,1
2026,Enero,No aplica,Matrimonio,Ordinaria,Inscripción,030506,030506,Apurímac,Cotabambas,Challhuahuacho,Nacional,1
2026,Enero,No aplica,Matrimonio,Ordinaria,Inscripción,030703,030605,Apurímac,Chincheros,Ocobamba,Nacional,1
2026,Enero,No aplica,Matrimonio,Ordinaria,Inscripción,030705,030602,Apurímac,Chincheros,Anco-Huallo,Nacional,4
2026,Enero,No aplica,Matrimonio,Ordinaria,Inscripción,040101,040101,Arequipa,Arequipa,Arequipa,Nacional,25
2026,Enero,No aplica,Matrimonio,Ordinaria,Inscripción,040102,040103,Arequipa,Arequipa,Cayma,Nacional,24
2026,Enero,No aplica,Matrimonio,Ordinaria,Inscripción,040103,040104,Arequipa,Arequipa,Cerro Colorado,Nacional,35
2026,Enero,No aplica,Matrimonio,Ordinaria,Inscripción,040104,040105,Arequipa,Arequipa,Characato,Nacional,2
2026,Enero,No aplica,Matrimonio,Ordinaria,Inscripción,040105,040106,Arequipa,Arequipa,Chiguata,Nacional,2
2026,Enero,No aplica,Matrimonio,Ordinaria,Inscripción,040106,040108,Arequipa,Arequipa,La Joya,Nacional,5
2026,Enero,No aplica,Matrimonio,Ordinaria,Inscripción,040107,040110,Arequipa,Arequipa,Miraflores,Nacional,25
2026,Enero,No aplica,Matrimonio,Ordinaria,Inscripción,040108,040111,Arequipa,Arequipa,Mollebaya,Nacional,2
2026,Enero,No aplica,Matrimonio,Ordinaria,Inscripción,040109,040112,Arequipa,Arequipa,Paucarpata,Nacional,7
2026,Enero,No aplica,Matrimonio,Ordinaria,Inscripción,040113,040116,Arequipa,Arequipa,Sabandia,Nacional,1
2026,Enero,No aplica,Matrimonio,Ordinaria,Inscripción,040114,040117,Arequipa,Arequipa,Sachaca,Nacional,11
2026,Enero,No aplica,Matrimonio,Ordinaria,Inscripción,040118,040121,Arequipa,Arequipa,Santa Rita de Siguas,Nacional,2
2026,Enero,No aplica,Matrimonio,Ordinaria,Inscripción,040119,040122,Arequipa,Arequipa,Socabaya,Nacional,22
2026,Enero,No aplica,Matrimonio,Ordinaria,Inscripción,040120,040123,Arequipa,Arequipa,Tiabaya,Nacional,6
2026,Enero,No aplica,Matrimonio,Ordinaria,Inscripción,040121,040124,Arequipa,Arequipa,Uchumayo,Nacional,4
2026,Enero,No aplica,Matrimonio,Ordinaria,Inscripción,040122,040125,Arequipa,Arequipa,Vítor,Nacional,3
2026,Enero,No aplica,Matrimonio,Ordinaria,Inscripción,040123,040126,Arequipa,Arequipa,Yanahuara,Nacional,19
2026,Enero,No aplica,Matrimonio,Ordinaria,Inscripción,040124,040127,Arequipa,Arequipa,Yarabamba,Nacional,1
2026,Enero,No aplica,Matrimonio,Ordinaria,Inscripción,040125,040128,Arequipa,Arequipa,Yura,Nacional,4
2026,Enero,No aplica,Matrimonio,Ordinaria,Inscripción,040126,040109,Arequipa,Arequipa,Mariano Melgar,Nacional,12
2026,Enero,No aplica,Matrimonio,Ordinaria,Inscripción,040127,040107,Arequipa,Arequipa,Jacobo Hunter,Nacional,10
2026,Enero,No aplica,Matrimonio,Ordinaria,Inscripción,040128,040102,Arequipa,Arequipa,Alto Selva Alegre,Nacional,19
2026,Enero,No aplica,Matrimonio,Ordinaria,Inscripción,040129,040129,Arequipa,Arequipa,José Luis Bustamante y Rivero,Nacional,9
2026,Enero,No aplica,Matrimonio,Ordinaria,Inscripción,040203,040503,Arequipa,Caylloma,Cabanaconde,Nacional,1
2026,Enero,No aplica,Matrimonio,Ordinaria,Inscripción,040205,040504,Arequipa,Caylloma,Callalli,Nacional,2
2026,Enero,No aplica,Matrimonio,Ordinaria,Inscripción,040209,040509,Arequipa,Caylloma,Ichupampa,Nacional,5
2026,Enero,No aplica,Matrimonio,Ordinaria,Inscripción,040218,040518,Arequipa,Caylloma,Tuti,Nacional,1
2026,Enero,No aplica,Matrimonio,Ordinaria,Inscripción,040220,040520,Arequipa,Caylloma,Majes,Nacional,13
2026,Enero,No aplica,Matrimonio,Ordinaria,Inscripción,040301,040201,Arequipa,Camaná,Camaná,Nacional,11
2026,Enero,No aplica,Matrimonio,Ordinaria,Inscripción,040302,040202,Arequipa,Camaná,José María Quimper,Nacional,1
2026,Enero,No aplica,Matrimonio,Ordinaria,Inscripción,040308,040208,Arequipa,Camaná,Samuel Pastor,Nacional,4
2026,Enero,No aplica,Matrimonio,Ordinaria,Inscripción,040402,040302,Arequipa,Caravelí,Acarí,Nacional,1
2026,Enero,No aplica,Matrimonio,Ordinaria,Inscripción,040403,040303,Arequipa,Caravelí,Atico,Nacional,2
2026,Enero,No aplica,Matrimonio,Ordinaria,Inscripción,040405,040305,Arequipa,Caravelí,Bella Unión,Nacional,4
2026,Enero,No aplica,Matrimonio,Ordinaria,Inscripción,040412,040312,Arequipa,Caravelí,Quicacha,Nacional,1
2026,Enero,No aplica,Matrimonio,Ordinaria,Inscripción,040501,040401,Arequipa,Castilla,Aplao,Nacional,1
2026,Enero,No aplica,Matrimonio,Ordinaria,Inscripción,040507,040407,Arequipa,Castilla,Huancarqui,Nacional,1
2026,Enero,No aplica,Matrimonio,Ordinaria,Inscripción,040512,040413,Arequipa,Castilla,Uraca,Nacional,1
2026,Enero,No aplica,Matrimonio,Ordinaria,Inscripción,040701,040701,Arequipa,Islay,Mollendo,Nacional,7
2026,Enero,No aplica,Matrimonio,Ordinaria,Inscripción,040702,040702,Arequipa,Islay,Cocachacra,Nacional,1
2026,Enero,No aplica,Matrimonio,Ordinaria,Inscripción,040703,040703,Arequipa,Islay,Deán Valdivia,Nacional,1
2026,Enero,No aplica,Matrimonio,Ordinaria,Inscripción,040704,040704,Arequipa,Islay,Islay,Nacional,2
2026,Enero,No aplica,Matrimonio,Ordinaria,Inscripción,040706,040706,Arequipa,Islay,Punta de Bombón,Nacional,1
2026,Enero,No aplica,Matrimonio,Ordinaria,Inscripción,040801,040801,Arequipa,La Unión,Cotahuasi,Nacional,1
2026,Enero,No aplica,Matrimonio,Ordinaria,Inscripción,050101,050101,Ayacucho,Huamanga,Ayacucho,Nacional,15
2026,Enero,No aplica,Matrimonio,Ordinaria,Inscripción,050103,050104,Ayacucho,Huamanga,Carmen Alto,Nacional,2
2026,Enero,No aplica,Matrimonio,Ordinaria,Inscripción,050105,050108,Ayacucho,Huamanga,Quinua,Nacional,1
2026,Enero,No aplica,Matrimonio,Ordinaria,Inscripción,050107,050110,Ayacucho,Huamanga,San Juan Bautista,Nacional,10
2026,Enero,No aplica,Matrimonio,Ordinaria,Inscripción,050112,050112,Ayacucho,Huamanga,Socos,Nacional,1
2026,Enero,No aplica,Matrimonio,Ordinaria,Inscripción,050113,050106,Ayacucho,Huamanga,Ocros,Nacional,1
2026,Enero,No aplica,Matrimonio,Ordinaria,Inscripción,050116,050116,Ayacucho,Huamanga,Andrés Avelino Cáceres Dorregaray,Nacional,1
2026,Enero,No aplica,Matrimonio,Ordinaria,Inscripción,050201,050201,Ayacucho,Cangallo,Cangallo,Nacional,1
2026,Enero,No aplica,Matrimonio,Ordinaria,Inscripción,050206,050203,Ayacucho,Cangallo,Los Morochucos,Nacional,1
2026,Enero,No aplica,Matrimonio,Ordinaria,Inscripción,050301,050401,Ayacucho,Huanta,Huanta,Nacional,8
2026,Enero,No aplica,Matrimonio,Ordinaria,Inscripción,050305,050405,Ayacucho,Huanta,Luricocha,Nacional,2
2026,Enero,No aplica,Matrimonio,Ordinaria,Inscripción,050409,050509,Ayacucho,La Mar,Samugari,Nacional,1
2026,Enero,No aplica,Matrimonio,Ordinaria,Inscripción,050501,050601,Ayacucho,Lucanas,Puquio,Nacional,2
2026,Enero,No aplica,Matrimonio,Ordinaria,Inscripción,050521,050616,Ayacucho,Lucanas,San Juan,Nacional,1
2026,Enero,No aplica,Matrimonio,Ordinaria,Inscripción,050522,050617,Ayacucho,Lucanas,San Pedro,Nacional,1
2026,Enero,No aplica,Matrimonio,Ordinaria,Inscripción,050801,050301,Ayacucho,Huanca Sancos,Sancos,Nacional,2
2026,Enero,No aplica,Matrimonio,Ordinaria,Inscripción,060101,060101,Cajamarca,Cajamarca,Cajamarca,Nacional,22
2026,Enero,No aplica,Matrimonio,Ordinaria,Inscripción,060106,060106,Cajamarca,Cajamarca,Jesús,Nacional,2
2026,Enero,No aplica,Matrimonio,Ordinaria,Inscripción,060107,060108,Cajamarca,Cajamarca,Los Baños del Inca,Nacional,8
2026,Enero,No aplica,Matrimonio,Ordinaria,Inscripción,060109,060109,Cajamarca,Cajamarca,Magdalena,Nacional,3
2026,Enero,No aplica,Matrimonio,Ordinaria,Inscripción,060110,060110,Cajamarca,Cajamarca,Matara,Nacional,5
2026,Enero,No aplica,Matrimonio,Ordinaria,Inscripción,060111,060111,Cajamarca,Cajamarca,Namora,Nacional,7
2026,Enero,No aplica,Matrimonio,Ordinaria,Inscripción,060201,060201,Cajamarca,Cajabamba,Cajabamba,Nacional,4
2026,Enero,No aplica,Matrimonio,Ordinaria,Inscripción,060202,060202,Cajamarca,Cajabamba,Cachachi,Nacional,2
2026,Enero,No aplica,Matrimonio,Ordinaria,Inscripción,060205,060204,Cajamarca,Cajabamba,Sitacocha,Nacional,1
2026,Enero,No aplica,Matrimonio,Ordinaria,Inscripción,060301,060301,Cajamarca,Celendín,Celendín,Nacional,6
2026,Enero,No aplica,Matrimonio,Ordinaria,Inscripción,060304,060304,Cajamarca,Celendín,Huasmín,Nacional,1
2026,Enero,No aplica,Matrimonio,Ordinaria,Inscripción,060310,060310,Cajamarca,Celendín,Sucre,Nacional,1
2026,Enero,No aplica,Matrimonio,Ordinaria,Inscripción,060408,060508,Cajamarca,Contumazá,Yonán,Nacional,1
2026,Enero,No aplica,Matrimonio,Ordinaria,Inscripción,060501,060601,Cajamarca,Cutervo,Cutervo,Nacional,5
2026,Enero,No aplica,Matrimonio,Ordinaria,Inscripción,060513,060613,Cajamarca,Cutervo,Santo Tomás,Nacional,1
2026,Enero,No aplica,Matrimonio,Ordinaria,Inscripción,060601,060401,Cajamarca,Chota,Chota,Nacional,8
2026,Enero,No aplica,Matrimonio,Ordinaria,Inscripción,060602,060402,Cajamarca,Chota,Anguia,Nacional,3
2026,Enero,No aplica,Matrimonio,Ordinaria,Inscripción,060603,060407,Cajamarca,Chota,Cochabamba,Nacional,1
2026,Enero,No aplica,Matrimonio,Ordinaria,Inscripción,060604,060408,Cajamarca,Chota,Conchán,Nacional,1
2026,Enero,No aplica,Matrimonio,Ordinaria,Inscripción,060605,060403,Cajamarca,Chota,Chadin,Nacional,1
2026,Enero,No aplica,Matrimonio,Ordinaria,Inscripción,060609,060410,Cajamarca,Chota,Lajas,Nacional,1
2026,Enero,No aplica,Matrimonio,Ordinaria,Inscripción,060616,060418,Cajamarca,Chota,Tocmoche,Nacional,1
2026,Enero,No aplica,Matrimonio,Ordinaria,Inscripción,060619,060419,Cajamarca,Chota,Chalamarca,Nacional,2
2026,Enero,No aplica,Matrimonio,Ordinaria,Inscripción,060701,060701,Cajamarca,Hualgayoc,Bambamarca,Nacional,8
2026,Enero,No aplica,Matrimonio,Ordinaria,Inscripción,060702,060702,Cajamarca,Hualgayoc,Chugur,Nacional,1
2026,Enero,No aplica,Matrimonio,Ordinaria,Inscripción,060801,060801,Cajamarca,Jaén,Jaén,Nacional,6
2026,Enero,No aplica,Matrimonio,Ordinaria,Inscripción,060802,060802,Cajamarca,Jaén,Bellavista,Nacional,3
2026,Enero,No aplica,Matrimonio,Ordinaria,Inscripción,060805,060807,Cajamarca,Jaén,Pomahuaca,Nacional,1
2026,Enero,No aplica,Matrimonio,Ordinaria,Inscripción,060806,060808,Cajamarca,Jaén,Pucará,Nacional,1
2026,Enero,No aplica,Matrimonio,Ordinaria,Inscripción,060809,060811,Cajamarca,Jaén,San José del Alto,Nacional,2
2026,Enero,No aplica,Matrimonio,Ordinaria,Inscripción,060810,060812,Cajamarca,Jaén,Santa Rosa,Nacional,3
2026,Enero,No aplica,Matrimonio,Ordinaria,Inscripción,060812,060805,Cajamarca,Jaén,Huabal,Nacional,1
2026,Enero,No aplica,Matrimonio,Ordinaria,Inscripción,060902,061303,Cajamarca,Santa Cruz,Catache,Nacional,1
2026,Enero,No aplica,Matrimonio,Ordinaria,Inscripción,060909,061311,Cajamarca,Santa Cruz,Yauyucan,Nacional,1
2026,Enero,No aplica,Matrimonio,Ordinaria,Inscripción,061001,061101,Cajamarca,San Miguel,San Miguel,Nacional,1
2026,Enero,No aplica,Matrimonio,Ordinaria,Inscripción,061004,061107,Cajamarca,San Miguel,Llapa,Nacional,1
2026,Enero,No aplica,Matrimonio,Ordinaria,Inscripción,061011,061112,Cajamarca,San Miguel,Tongod,Nacional,1
2026,Enero,No aplica,Matrimonio,Ordinaria,Inscripción,061013,061102,Cajamarca,San Miguel,Bolívar,Nacional,1
2026,Enero,No aplica,Matrimonio,Ordinaria,Inscripción,061101,060901,Cajamarca,San Ignacio,San Ignacio,Nacional,3
2026,Enero,No aplica,Matrimonio,Ordinaria,Inscripción,061102,060902,Cajamarca,San Ignacio,Chirinos,Nacional,1
2026,Enero,No aplica,Matrimonio,Ordinaria,Inscripción,061103,060903,Cajamarca,San Ignacio,Huarango,Nacional,1
2026,Enero,No aplica,Matrimonio,Ordinaria,Inscripción,061104,060905,Cajamarca,San Ignacio,Namballe,Nacional,3
2026,Enero,No aplica,Matrimonio,Ordinaria,Inscripción,061105,060904,Cajamarca,San Ignacio,La Coipa,Nacional,1
2026,Enero,No aplica,Matrimonio,Ordinaria,Inscripción,061201,061001,Cajamarca,San Marcos,Pedro Gálvez,Nacional,1
2026,Enero,No aplica,Matrimonio,Ordinaria,Inscripción,061206,061007,Cajamarca,San Marcos,José Sabogal,Nacional,1
2026,Enero,No aplica,Matrimonio,Ordinaria,Inscripción,061304,061204,Cajamarca,San Pablo,Tumbaden,Nacional,1
2026,Enero,No aplica,Matrimonio,Ordinaria,Inscripción,070101,080101,Cusco,Cusco,Cusco,Nacional,1
2026,Enero,No aplica,Matrimonio,Ordinaria,Inscripción,070102,080102,Cusco,Cusco,Ccorca,Nacional,1
2026,Enero,No aplica,Matrimonio,Ordinaria,Inscripción,070103,080103,Cusco,Cusco,Poroy,Nacional,2
2026,Enero,No aplica,Matrimonio,Ordinaria,Inscripción,070104,080104,Cusco,Cusco,San Jerónimo,Nacional,4
2026,Enero,No aplica,Matrimonio,Ordinaria,Inscripción,070105,080105,Cusco,Cusco,San Sebastián,Nacional,16
2026,Enero,No aplica,Matrimonio,Ordinaria,Inscripción,070106,080106,Cusco,Cusco,Santiago,Nacional,10
2026,Enero,No aplica,Matrimonio,Ordinaria,Inscripción,070107,080107,Cusco,Cusco,Saylla,Nacional,3
2026,Enero,No aplica,Matrimonio,Ordinaria,Inscripción,070108,080108,Cusco,Cusco,Wanchaq,Nacional,9
2026,Enero,No aplica,Matrimonio,Ordinaria,Inscripción,070204,080205,Cusco,Acomayo,Pomacanchi,Nacional,5
2026,Enero,No aplica,Matrimonio,Ordinaria,Inscripción,070301,080301,Cusco,Anta,Anta,Nacional,1
2026,Enero,No aplica,Matrimonio,Ordinaria,Inscripción,070302,080304,Cusco,Anta,Chinchaypujio,Nacional,1
2026,Enero,No aplica,Matrimonio,Ordinaria,Inscripción,070304,080306,Cusco,Anta,Limatambo,Nacional,4
2026,Enero,No aplica,Matrimonio,Ordinaria,Inscripción,070401,080401,Cusco,Calca,Calca,Nacional,5
2026,Enero,No aplica,Matrimonio,Ordinaria,Inscripción,070403,080403,Cusco,Calca,Lamay,Nacional,1
2026,Enero,No aplica,Matrimonio,Ordinaria,Inscripción,070408,080408,Cusco,Calca,Yanatile,Nacional,1
2026,Enero,No aplica,Matrimonio,Ordinaria,Inscripción,070502,080502,Cusco,Canas,Checca,Nacional,3
2026,Enero,No aplica,Matrimonio,Ordinaria,Inscripción,070505,080505,Cusco,Canas,Layo,Nacional,1
2026,Enero,No aplica,Matrimonio,Ordinaria,Inscripción,070506,080506,Cusco,Canas,Pampamarca,Nacional,1
2026,Enero,No aplica,Matrimonio,Ordinaria,Inscripción,070601,080601,Cusco,Canchis,Sicuani,Nacional,3
2026,Enero,No aplica,Matrimonio,Ordinaria,Inscripción,070602,080603,Cusco,Canchis,Combapata,Nacional,1
2026,Enero,No aplica,Matrimonio,Ordinaria,Inscripción,070603,080602,Cusco,Canchis,Checacupe,Nacional,1
2026,Enero,No aplica,Matrimonio,Ordinaria,Inscripción,070604,080604,Cusco,Canchis,Marangani,Nacional,2
2026,Enero,No aplica,Matrimonio,Ordinaria,Inscripción,070606,080606,Cusco,Canchis,San Pablo,Nacional,3
2026,Enero,No aplica,Matrimonio,Ordinaria,Inscripción,070701,080701,Cusco,Chumbivilcas,Santo Tomás,Nacional,7
2026,Enero,No aplica,Matrimonio,Ordinaria,Inscripción,070703,080704,Cusco,Chumbivilcas,Colquemarca,Nacional,1
2026,Enero,No aplica,Matrimonio,Ordinaria,Inscripción,070704,080703,Cusco,Chumbivilcas,Chamaca,Nacional,1
2026,Enero,No aplica,Matrimonio,Ordinaria,Inscripción,070708,080708,Cusco,Chumbivilcas,Velille,Nacional,1
2026,Enero,No aplica,Matrimonio,Ordinaria,Inscripción,070801,080801,Cusco,Espinar,Espinar,Nacional,5
2026,Enero,No aplica,Matrimonio,Ordinaria,Inscripción,070803,080803,Cusco,Espinar,Coporaque,Nacional,1
2026,Enero,No aplica,Matrimonio,Ordinaria,Inscripción,070901,080901,Cusco,La Convención,Santa Ana,Nacional,3
2026,Enero,No aplica,Matrimonio,Ordinaria,Inscripción,070903,080903,Cusco,La Convención,Huayopata,Nacional,1
2026,Enero,No aplica,Matrimonio,Ordinaria,Inscripción,070904,080904,Cusco,La Convención,Maranura,Nacional,1
2026,Enero,No aplica,Matrimonio,Ordinaria,Inscripción,070906,080908,Cusco,La Convención,Santa Teresa,Nacional,1
2026,Enero,No aplica,Matrimonio,Ordinaria,Inscripción,070907,080909,Cusco,La Convención,Vilcabamba,Nacional,3
2026,Enero,No aplica,Matrimonio,Ordinaria,Inscripción,070908,080906,Cusco,La Convención,Quellouno,Nacional,1
2026,Enero,No aplica,Matrimonio,Ordinaria,Inscripción,070909,080907,Cusco,La Convención,Kimbiri,Nacional,3
2026,Enero,No aplica,Matrimonio,Ordinaria,Inscripción,070910,080910,Cusco,La Convención,Pichari,Nacional,3
