AÑO_INSCRIPCION,MES_INSCRIPCION,COD_SEXO,COD_HECHO,COD_INSCRIPCION_1,COD_INSCRIPCION_2,UBIGEO_L,UBIGEO_INEI_L,DEPA_CONT_L,PROV_PAIS_L,DIST_CIUD_L,Nacional_L,CANTIDAD
2026,Enero,Hombre,Nacimiento,Ordinaria,Inscripción,110903,120903,Junín,Chupaca,Chongos Bajo,Nacional,1
2026,Enero,Hombre,Nacimiento,Ordinaria,Inscripción,110904,120904,Junín,Chupaca,Huáchac,Nacional,1
2026,Enero,Hombre,Nacimiento,Ordinaria,Inscripción,120101,130101,La Libertad,Trujillo,Trujillo,Nacional,444
2026,Enero,Hombre,Nacimiento,Ordinaria,Inscripción,120102,130104,La Libertad,Trujillo,Huanchaco,Nacional,1
2026,Enero,Hombre,Nacimiento,Ordinaria,Inscripción,120103,130106,La Libertad,Trujillo,Laredo,Nacional,5
2026,Enero,Hombre,Nacimiento,Ordinaria,Inscripción,120104,130107,La Libertad,Trujillo,Moche,Nacional,5
2026,Enero,Hombre,Nacimiento,Ordinaria,Inscripción,120105,130109,La Libertad,Trujillo,Salaverry,Nacional,3
2026,Enero,Hombre,Nacimiento,Ordinaria,Inscripción,120106,130110,La Libertad,Trujillo,Simbal,Nacional,1
2026,Enero,Hombre,Nacimiento,Ordinaria,Inscripción,120107,130111,La Libertad,Trujillo,Victor Larco Herrera,Nacional,80
2026,Enero,Hombre,Nacimiento,Ordinaria,Inscripción,120110,130102,La Libertad,Trujillo,El Porvenir,Nacional,66
2026,Enero,Hombre,Nacimiento,Ordinaria,Inscripción,120111,130105,La Libertad,Trujillo,La Esperanza,Nacional,65
2026,Enero,Hombre,Nacimiento,Ordinaria,Inscripción,120113,130112,La Libertad,Trujillo,Alto Trujillo,Nacional,39
2026,Enero,Hombre,Nacimiento,Ordinaria,Inscripción,120201,130301,La Libertad,Bolívar,Bolívar,Nacional,2
2026,Enero,Hombre,Nacimiento,Ordinaria,Inscripción,120202,130302,La Libertad,Bolívar,Bambamarca,Nacional,3
2026,Enero,Hombre,Nacimiento,Ordinaria,Inscripción,120205,130306,La Libertad,Bolívar,Ucuncha,Nacional,1
2026,Enero,Hombre,Nacimiento,Ordinaria,Inscripción,120206,130305,La Libertad,Bolívar,Uchumarca,Nacional,1
2026,Enero,Hombre,Nacimiento,Ordinaria,Inscripción,120301,130901,La Libertad,Sánchez Carrión,Huamachuco,Nacional,91
2026,Enero,Hombre,Nacimiento,Ordinaria,Inscripción,120302,130903,La Libertad,Sánchez Carrión,Cochorco,Nacional,10
2026,Enero,Hombre,Nacimiento,Ordinaria,Inscripción,120303,130904,La Libertad,Sánchez Carrión,Curgos,Nacional,4
2026,Enero,Hombre,Nacimiento,Ordinaria,Inscripción,120304,130902,La Libertad,Sánchez Carrión,Chugay,Nacional,5
2026,Enero,Hombre,Nacimiento,Ordinaria,Inscripción,120307,130907,La Libertad,Sánchez Carrión,Sarín,Nacional,4
2026,Enero,Hombre,Nacimiento,Ordinaria,Inscripción,120308,130908,La Libertad,Sánchez Carrión,Sartimbamba,Nacional,4
2026,Enero,Hombre,Nacimiento,Ordinaria,Inscripción,120401,130601,La Libertad,Otuzco,Otuzco,Nacional,27
2026,Enero,Hombre,Nacimiento,Ordinaria,Inscripción,120404,130605,La Libertad,Otuzco,Huaranchal,Nacional,5
2026,Enero,Hombre,Nacimiento,Ordinaria,Inscripción,120410,130613,La Libertad,Otuzco,Sinsicap,Nacional,1
2026,Enero,Hombre,Nacimiento,Ordinaria,Inscripción,120411,130614,La Libertad,Otuzco,Usquil,Nacional,3
2026,Enero,Hombre,Nacimiento,Ordinaria,Inscripción,120501,130701,La Libertad,Pacasmayo,San Pedro de Lloc,Nacional,7
2026,Enero,Hombre,Nacimiento,Ordinaria,Inscripción,120503,130702,La Libertad,Pacasmayo,Guadalupe,Nacional,31
2026,Enero,Hombre,Nacimiento,Ordinaria,Inscripción,120506,130704,La Libertad,Pacasmayo,Pacasmayo,Nacional,8
2026,Enero,Hombre,Nacimiento,Ordinaria,Inscripción,120601,130801,La Libertad,Pataz,Tayabamba,Nacional,9
2026,Enero,Hombre,Nacimiento,Ordinaria,Inscripción,120603,130803,La Libertad,Pataz,Chillia,Nacional,19
2026,Enero,Hombre,Nacimiento,Ordinaria,Inscripción,120604,130805,La Libertad,Pataz,Huaylillas,Nacional,1
2026,Enero,Hombre,Nacimiento,Ordinaria,Inscripción,120605,130804,La Libertad,Pataz,Huancaspata,Nacional,2
2026,Enero,Hombre,Nacimiento,Ordinaria,Inscripción,120608,130808,La Libertad,Pataz,Parcoy,Nacional,7
2026,Enero,Hombre,Nacimiento,Ordinaria,Inscripción,120609,130809,La Libertad,Pataz,Pataz,Nacional,6
2026,Enero,Hombre,Nacimiento,Ordinaria,Inscripción,120613,130811,La Libertad,Pataz,Santiago de Challas,Nacional,1
2026,Enero,Hombre,Nacimiento,Ordinaria,Inscripción,120701,131001,La Libertad,Santiago de Chuco,Santiago de Chuco,Nacional,35
2026,Enero,Hombre,Nacimiento,Ordinaria,Inscripción,120702,131003,La Libertad,Santiago de Chuco,Cachicadan,Nacional,3
2026,Enero,Hombre,Nacimiento,Ordinaria,Inscripción,120705,131006,La Libertad,Santiago de Chuco,Quiruvilca,Nacional,1
2026,Enero,Hombre,Nacimiento,Ordinaria,Inscripción,120706,131007,La Libertad,Santiago de Chuco,Santa Cruz de Chuca,Nacional,1
2026,Enero,Hombre,Nacimiento,Ordinaria,Inscripción,120708,131002,La Libertad,Santiago de Chuco,Angasmarca,Nacional,5
2026,Enero,Hombre,Nacimiento,Ordinaria,Inscripción,120801,130201,La Libertad,Ascope,Ascope,Nacional,1
2026,Enero,Hombre,Nacimiento,Ordinaria,Inscripción,120802,130202,La Libertad,Ascope,Chicama,Nacional,3
2026,Enero,Hombre,Nacimiento,Ordinaria,Inscripción,120803,130203,La Libertad,Ascope,Chocope,Nacional,1
2026,Enero,Hombre,Nacimiento,Ordinaria,Inscripción,120805,130204,La Libertad,Ascope,Magdalena de Cao,Nacional,1
2026,Enero,Hombre,Nacimiento,Ordinaria,Inscripción,120806,130205,La Libertad,Ascope,Paiján,Nacional,12
2026,Enero,Hombre,Nacimiento,Ordinaria,Inscripción,120808,130208,La Libertad,Ascope,Casa Grande,Nacional,11
2026,Enero,Hombre,Nacimiento,Ordinaria,Inscripción,120901,130401,La Libertad,Chepén,Chepén,Nacional,45
2026,Enero,Hombre,Nacimiento,Ordinaria,Inscripción,121002,130503,La Libertad,Julcán,Carabamba,Nacional,4
2026,Enero,Hombre,Nacimiento,Ordinaria,Inscripción,121101,131101,La Libertad,Gran Chimú,Cascas,Nacional,1
2026,Enero,Hombre,Nacimiento,Ordinaria,Inscripción,121201,131201,La Libertad,Virú,Virú,Nacional,39
2026,Enero,Hombre,Nacimiento,Ordinaria,Inscripción,121202,131202,La Libertad,Virú,Chao,Nacional,35
2026,Enero,Hombre,Nacimiento,Ordinaria,Inscripción,121203,131203,La Libertad,Virú,Guadalupito,Nacional,2
2026,Enero,Hombre,Nacimiento,Ordinaria,Inscripción,130101,140101,Lambayeque,Chiclayo,Chiclayo,Nacional,433
2026,Enero,Hombre,Nacimiento,Ordinaria,Inscripción,130102,140102,Lambayeque,Chiclayo,Chongoyape,Nacional,6
2026,Enero,Hombre,Nacimiento,Ordinaria,Inscripción,130105,140107,Lambayeque,Chiclayo,Lagunas,Nacional,1
2026,Enero,Hombre,Nacimiento,Ordinaria,Inscripción,130106,140108,Lambayeque,Chiclayo,Monsefú,Nacional,10
2026,Enero,Hombre,Nacimiento,Ordinaria,Inscripción,130108,140110,Lambayeque,Chiclayo,Oyotún,Nacional,1
2026,Enero,Hombre,Nacimiento,Ordinaria,Inscripción,130110,140112,Lambayeque,Chiclayo,Pimentel,Nacional,1
2026,Enero,Hombre,Nacimiento,Ordinaria,Inscripción,130111,140113,Lambayeque,Chiclayo,Reque,Nacional,3
2026,Enero,Hombre,Nacimiento,Ordinaria,Inscripción,130112,140105,Lambayeque,Chiclayo,José Leonardo Ortiz,Nacional,71
2026,Enero,Hombre,Nacimiento,Ordinaria,Inscripción,130113,140114,Lambayeque,Chiclayo,Santa Rosa,Nacional,4
2026,Enero,Hombre,Nacimiento,Ordinaria,Inscripción,130114,140115,Lambayeque,Chiclayo,Saña,Nacional,1
2026,Enero,Hombre,Nacimiento,Ordinaria,Inscripción,130116,140116,Lambayeque,Chiclayo,Cayaltí,Nacional,1
2026,Enero,Hombre,Nacimiento,Ordinaria,Inscripción,130117,140117,Lambayeque,Chiclayo,Patapo,Nacional,3
2026,Enero,Hombre,Nacimiento,Ordinaria,Inscripción,130118,140118,Lambayeque,Chiclayo,Pomalca,Nacional,1
2026,Enero,Hombre,Nacimiento,Ordinaria,Inscripción,130120,140120,Lambayeque,Chiclayo,Tumán,Nacional,1
2026,Enero,Hombre,Nacimiento,Ordinaria,Inscripción,130201,140201,Lambayeque,Ferreñafe,Ferreñafe,Nacional,10
2026,Enero,Hombre,Nacimiento,Ordinaria,Inscripción,130204,140205,Lambayeque,Ferreñafe,Pitipo,Nacional,5
2026,Enero,Hombre,Nacimiento,Ordinaria,Inscripción,130205,140206,Lambayeque,Ferreñafe,Pueblo Nuevo,Nacional,6
2026,Enero,Hombre,Nacimiento,Ordinaria,Inscripción,130301,140301,Lambayeque,Lambayeque,Lambayeque,Nacional,155
2026,Enero,Hombre,Nacimiento,Ordinaria,Inscripción,130303,140303,Lambayeque,Lambayeque,Illimo,Nacional,1
2026,Enero,Hombre,Nacimiento,Ordinaria,Inscripción,130305,140305,Lambayeque,Lambayeque,Mochumi,Nacional,4
2026,Enero,Hombre,Nacimiento,Ordinaria,Inscripción,130306,140306,Lambayeque,Lambayeque,Mórrope,Nacional,22
2026,Enero,Hombre,Nacimiento,Ordinaria,Inscripción,130307,140307,Lambayeque,Lambayeque,Motupe,Nacional,7
2026,Enero,Hombre,Nacimiento,Ordinaria,Inscripción,130308,140308,Lambayeque,Lambayeque,Olmos,Nacional,12
2026,Enero,Hombre,Nacimiento,Ordinaria,Inscripción,130309,140309,Lambayeque,Lambayeque,Pacora,Nacional,2
2026,Enero,Hombre,Nacimiento,Ordinaria,Inscripción,130310,140310,Lambayeque,Lambayeque,Salas,Nacional,3
2026,Enero,Hombre,Nacimiento,Ordinaria,Inscripción,130312,140312,Lambayeque,Lambayeque,Túcume,Nacional,8
2026,Enero,Hombre,Nacimiento,Ordinaria,Inscripción,140101,150101,Lima,Lima,Lima,Nacional,948
2026,Enero,Hombre,Nacimiento,Ordinaria,Inscripción,140103,150103,Lima,Lima,Ate,Nacional,130
2026,Enero,Hombre,Nacimiento,Ordinaria,Inscripción,140106,150110,Lima,Lima,Comas,Nacional,105
2026,Enero,Hombre,Nacimiento,Ordinaria,Inscripción,140108,150108,Lima,Lima,Chorrillos,Nacional,68
2026,Enero,Hombre,Nacimiento,Ordinaria,Inscripción,140112,150118,Lima,Lima,Lurigancho,Nacional,75
2026,Enero,Hombre,Nacimiento,Ordinaria,Inscripción,140113,150119,Lima,Lima,Lurín,Nacional,109
2026,Enero,Hombre,Nacimiento,Ordinaria,Inscripción,140115,150122,Lima,Lima,Miraflores,Nacional,245
2026,Enero,Hombre,Nacimiento,Ordinaria,Inscripción,140117,150121,Lima,Lima,Pueblo Libre,Nacional,40
2026,Enero,Hombre,Nacimiento,Ordinaria,Inscripción,140119,150125,Lima,Lima,Puente Piedra,Nacional,236
2026,Enero,Hombre,Nacimiento,Ordinaria,Inscripción,140126,150135,Lima,Lima,San Martín de Porres,Nacional,268
2026,Enero,Hombre,Nacimiento,Ordinaria,Inscripción,140132,150143,Lima,Lima,Villa María del Triunfo,Nacional,16
2026,Enero,Hombre,Nacimiento,Ordinaria,Inscripción,140133,150113,Lima,Lima,Jesús María,Nacional,312
2026,Enero,Hombre,Nacimiento,Ordinaria,Inscripción,140134,150112,Lima,Lima,Independencia,Nacional,362
2026,Enero,Hombre,Nacimiento,Ordinaria,Inscripción,140135,150111,Lima,Lima,El Agustino,Nacional,129
2026,Enero,Hombre,Nacimiento,Ordinaria,Inscripción,140136,150133,Lima,Lima,San Juan de Miraflores,Nacional,251
2026,Enero,Hombre,Nacimiento,Ordinaria,Inscripción,140137,150132,Lima,Lima,San Juan de Lurigancho,Nacional,237
2026,Enero,Hombre,Nacimiento,Ordinaria,Inscripción,140139,150109,Lima,Lima,Cieneguilla,Nacional,36
2026,Enero,Hombre,Nacimiento,Ordinaria,Inscripción,140140,150130,Lima,Lima,San Borja,Nacional,141
2026,Enero,Hombre,Nacimiento,Ordinaria,Inscripción,140141,150142,Lima,Lima,Villa El Salvador,Nacional,177
2026,Enero,Hombre,Nacimiento,Ordinaria,Inscripción,140143,150137,Lima,Lima,Santa Anita,Nacional,232
2026,Enero,Hombre,Nacimiento,Ordinaria,Inscripción,140301,150401,Lima,Canta,Canta,Nacional,2
2026,Enero,Hombre,Nacimiento,Ordinaria,Inscripción,140401,150501,Lima,Cañete,San Vicente de Cañete,Nacional,101
2026,Enero,Hombre,Nacimiento,Ordinaria,Inscripción,140402,150503,Lima,Cañete,Calango,Nacional,2
2026,Enero,Hombre,Nacimiento,Ordinaria,Inscripción,140405,150505,Lima,Cañete,Chilca,Nacional,1
2026,Enero,Hombre,Nacimiento,Ordinaria,Inscripción,140406,150507,Lima,Cañete,Imperial,Nacional,5
2026,Enero,Hombre,Nacimiento,Ordinaria,Inscripción,140408,150509,Lima,Cañete,Mala,Nacional,2
2026,Enero,Hombre,Nacimiento,Ordinaria,Inscripción,140409,150510,Lima,Cañete,Nuevo Imperial,Nacional,4
2026,Enero,Hombre,Nacimiento,Ordinaria,Inscripción,140411,150512,Lima,Cañete,Quilmana,Nacional,3
2026,Enero,Hombre,Nacimiento,Ordinaria,Inscripción,140412,150513,Lima,Cañete,San Antonio,Nacional,1
2026,Enero,Hombre,Nacimiento,Ordinaria,Inscripción,140413,150514,Lima,Cañete,San Luis,Nacional,2
2026,Enero,Hombre,Nacimiento,Ordinaria,Inscripción,140416,150502,Lima,Cañete,Asia,Nacional,3
2026,Enero,Hombre,Nacimiento,Ordinaria,Inscripción,140501,150801,Lima,Huaura,Huacho,Nacional,131
2026,Enero,Hombre,Nacimiento,Ordinaria,Inscripción,140504,150803,Lima,Huaura,Caleta de Carquín,Nacional,1
2026,Enero,Hombre,Nacimiento,Ordinaria,Inscripción,140506,150805,Lima,Huaura,Hualmay,Nacional,2
2026,Enero,Hombre,Nacimiento,Ordinaria,Inscripción,140507,150806,Lima,Huaura,Huaura,Nacional,3
2026,Enero,Hombre,Nacimiento,Ordinaria,Inscripción,140512,150810,Lima,Huaura,Santa María,Nacional,3
2026,Enero,Hombre,Nacimiento,Ordinaria,Inscripción,140516,150812,Lima,Huaura,Vegueta,Nacional,2
2026,Enero,Hombre,Nacimiento,Ordinaria,Inscripción,140613,150714,Lima,Huarochirí,Ricardo Palma,Nacional,2
2026,Enero,Hombre,Nacimiento,Ordinaria,Inscripción,140615,150716,Lima,Huarochirí,San Antonio,Nacional,1
2026,Enero,Hombre,Nacimiento,Ordinaria,Inscripción,140621,150722,Lima,Huarochirí,San Mateo,Nacional,1
2026,Enero,Hombre,Nacimiento,Ordinaria,Inscripción,140625,150728,Lima,Huarochirí,Santa Eulalia,Nacional,4
2026,Enero,Hombre,Nacimiento,Ordinaria,Inscripción,140704,151004,Lima,Yauyos,Ayaviri,Nacional,1
2026,Enero,Hombre,Nacimiento,Ordinaria,Inscripción,140801,150601,Lima,Huaral,Huaral,Nacional,62
2026,Enero,Hombre,Nacimiento,Ordinaria,Inscripción,140805,150605,Lima,Huaral,Chancay,Nacional,35
2026,Enero,Hombre,Nacimiento,Ordinaria,Inscripción,140901,150201,Lima,Barranca,Barranca,Nacional,95
2026,Enero,Hombre,Nacimiento,Ordinaria,Inscripción,141001,150901,Lima,Oyón,Oyón,Nacional,3
2026,Enero,Hombre,Nacimiento,Ordinaria,Inscripción,150101,160101,Loreto,Maynas,Iquitos,Nacional,333
2026,Enero,Hombre,Nacimiento,Ordinaria,Inscripción,150103,160103,Loreto,Maynas,Fernando Lores,Nacional,5
2026,Enero,Hombre,Nacimiento,Ordinaria,Inscripción,150105,160106,Loreto,Maynas,Mazan,Nacional,6
2026,Enero,Hombre,Nacimiento,Ordinaria,Inscripción,150110,160104,Loreto,Maynas,Indiana,Nacional,7
2026,Enero,Hombre,Nacimiento,Ordinaria,Inscripción,150111,160108,Loreto,Maynas,Punchana,Nacional,2
2026,Enero,Hombre,Nacimiento,Ordinaria,Inscripción,150112,160112,Loreto,Maynas,Belén,Nacional,3
2026,Enero,Hombre,Nacimiento,Ordinaria,Inscripción,150113,160113,Loreto,Maynas,San Juan Bautista,Nacional,25
2026,Enero,Hombre,Nacimiento,Ordinaria,Inscripción,150201,160201,Loreto,Alto Amazonas,Yurimaguas,Nacional,94
2026,Enero,Hombre,Nacimiento,Ordinaria,Inscripción,150202,160202,Loreto,Alto Amazonas,Balsapuerto,Nacional,13
2026,Enero,Hombre,Nacimiento,Ordinaria,Inscripción,150206,160206,Loreto,Alto Amazonas,Lagunas,Nacional,7
2026,Enero,Hombre,Nacimiento,Ordinaria,Inscripción,150211,160211,Loreto,Alto Amazonas,Teniente César López Rojas,Nacional,3
2026,Enero,Hombre,Nacimiento,Ordinaria,Inscripción,150301,160301,Loreto,Loreto,Nauta,Nacional,31
2026,Enero,Hombre,Nacimiento,Ordinaria,Inscripción,150401,160501,Loreto,Requena,Requena,Nacional,29
2026,Enero,Hombre,Nacimiento,Ordinaria,Inscripción,150403,160503,Loreto,Requena,Capelo,Nacional,2
2026,Enero,Hombre,Nacimiento,Ordinaria,Inscripción,150406,160506,Loreto,Requena,Puinahua,Nacional,3
2026,Enero,Hombre,Nacimiento,Ordinaria,Inscripción,150501,160601,Loreto,Ucayali,Contamana,Nacional,17
2026,Enero,Hombre,Nacimiento,Ordinaria,Inscripción,150502,160606,Loreto,Ucayali,Vargas Guerra,Nacional,5
2026,Enero,Hombre,Nacimiento,Ordinaria,Inscripción,150504,160604,Loreto,Ucayali,Pampa Hermosa,Nacional,1
2026,Enero,Hombre,Nacimiento,Ordinaria,Inscripción,150505,160605,Loreto,Ucayali,Sarayacu,Nacional,4
2026,Enero,Hombre,Nacimiento,Ordinaria,Inscripción,150601,160401,Loreto,Mariscal Ramón Castilla,Ramón Castilla,Nacional,28
2026,Enero,Hombre,Nacimiento,Ordinaria,Inscripción,150602,160402,Loreto,Mariscal Ramón Castilla,Pebas,Nacional,8
2026,Enero,Hombre,Nacimiento,Ordinaria,Inscripción,150603,160403,Loreto,Mariscal Ramón Castilla,Yavarí,Nacional,1
2026,Enero,Hombre,Nacimiento,Ordinaria,Inscripción,150604,160404,Loreto,Mariscal Ramón Castilla,San Pablo,Nacional,5
2026,Enero,Hombre,Nacimiento,Ordinaria,Inscripción,150701,160701,Loreto,Datem del Marañón,Barranca,Nacional,34
2026,Enero,Hombre,Nacimiento,Ordinaria,Inscripción,150704,160703,Loreto,Datem del Marañón,Manseriche,Nacional,7
2026,Enero,Hombre,Nacimiento,Ordinaria,Inscripción,150901,160801,Loreto,Putumayo,Putumayo,Nacional,1
2026,Enero,Hombre,Nacimiento,Ordinaria,Inscripción,160101,170101,Madre de Dios,Tambopata,Tambopata,Nacional,165
2026,Enero,Hombre,Nacimiento,Ordinaria,Inscripción,160204,170204,Madre de Dios,Manu,Huepetuhe,Nacional,3
2026,Enero,Hombre,Nacimiento,Ordinaria,Inscripción,160301,170301,Madre de Dios,Tahuamanu,Iñapari,Nacional,1
2026,Enero,Hombre,Nacimiento,Ordinaria,Inscripción,160302,170302,Madre de Dios,Tahuamanu,Iberia,Nacional,4
2026,Enero,Hombre,Nacimiento,Ordinaria,Inscripción,170101,180101,Moquegua,Mariscal Nieto,Moquegua,Nacional,33
2026,Enero,Hombre,Nacimiento,Ordinaria,Inscripción,170105,180106,Moquegua,Mariscal Nieto,Torata,Nacional,1
2026,Enero,Hombre,Nacimiento,Ordinaria,Inscripción,170106,180104,Moquegua,Mariscal Nieto,Samegua,Nacional,1
2026,Enero,Hombre,Nacimiento,Ordinaria,Inscripción,170107,180107,Moquegua,Mariscal Nieto,San Antonio,Nacional,1
2026,Enero,Hombre,Nacimiento,Ordinaria,Inscripción,170301,180301,Moquegua,Ilo,Ilo,Nacional,16
2026,Enero,Hombre,Nacimiento,Ordinaria,Inscripción,170302,180302,Moquegua,Ilo,El Algarrobal,Nacional,2
2026,Enero,Hombre,Nacimiento,Ordinaria,Inscripción,170303,180303,Moquegua,Ilo,Pacocha,Nacional,1
2026,Enero,Hombre,Nacimiento,Ordinaria,Inscripción,180101,190101,Pasco,Pasco,Chaupimarca,Nacional,40
2026,Enero,Hombre,Nacimiento,Ordinaria,Inscripción,180104,190103,Pasco,Pasco,Huariaca,Nacional,1
2026,Enero,Hombre,Nacimiento,Ordinaria,Inscripción,180108,190107,Pasco,Pasco,Paucartambo,Nacional,3
2026,Enero,Hombre,Nacimiento,Ordinaria,Inscripción,180111,190110,Pasco,Pasco,Ticlacayan,Nacional,1
2026,Enero,Hombre,Nacimiento,Ordinaria,Inscripción,180114,190113,Pasco,Pasco,Yanacancha,Nacional,40
2026,Enero,Hombre,Nacimiento,Ordinaria,Inscripción,180201,190201,Pasco,Daniel Alcides Carrión,Yanahuanca,Nacional,3
2026,Enero,Hombre,Nacimiento,Ordinaria,Inscripción,180301,190301,Pasco,Oxapampa,Oxapampa,Nacional,24
2026,Enero,Hombre,Nacimiento,Ordinaria,Inscripción,180302,190302,Pasco,Oxapampa,Chontabamba,Nacional,2
2026,Enero,Hombre,Nacimiento,Ordinaria,Inscripción,180303,190303,Pasco,Oxapampa,Huancabamba,Nacional,1
2026,Enero,Hombre,Nacimiento,Ordinaria,Inscripción,180304,190306,Pasco,Oxapampa,Puerto Bermúdez,Nacional,18
2026,Enero,Hombre,Nacimiento,Ordinaria,Inscripción,180305,190307,Pasco,Oxapampa,Villa Rica,Nacional,8
2026,Enero,Hombre,Nacimiento,Ordinaria,Inscripción,180306,190305,Pasco,Oxapampa,Pozuzo,Nacional,4
2026,Enero,Hombre,Nacimiento,Ordinaria,Inscripción,180307,190304,Pasco,Oxapampa,Palcazu,Nacional,1
2026,Enero,Hombre,Nacimiento,Ordinaria,Inscripción,180308,190308,Pasco,Oxapampa,Constitución,Nacional,10
2026,Enero,Hombre,Nacimiento,Ordinaria,Inscripción,190101,200101,Piura,Piura,Piura,Nacional,201
2026,Enero,Hombre,Nacimiento,Ordinaria,Inscripción,190104,200105,Piura,Piura,Catacaos,Nacional,32
2026,Enero,Hombre,Nacimiento,Ordinaria,Inscripción,190105,200109,Piura,Piura,La Arena,Nacional,9
2026,Enero,Hombre,Nacimiento,Ordinaria,Inscripción,190106,200110,Piura,Piura,La Unión,Nacional,17
2026,Enero,Hombre,Nacimiento,Ordinaria,Inscripción,190107,200111,Piura,Piura,Las Lomas,Nacional,9
2026,Enero,Hombre,Nacimiento,Ordinaria,Inscripción,190109,200114,Piura,Piura,Tambo Grande,Nacional,66
2026,Enero,Hombre,Nacimiento,Ordinaria,Inscripción,190114,200108,Piura,Piura,El Tallán,Nacional,2
2026,Enero,Hombre,Nacimiento,Ordinaria,Inscripción,190115,200115,Piura,Piura,Veintiséis de Octubre,Nacional,153
2026,Enero,Hombre,Nacimiento,Ordinaria,Inscripción,190201,200201,Piura,Ayabaca,Ayabaca,Nacional,16
2026,Enero,Hombre,Nacimiento,Ordinaria,Inscripción,190203,200204,Piura,Ayabaca,Lagunas,Nacional,3
2026,Enero,Hombre,Nacimiento,Ordinaria,Inscripción,190204,200205,Piura,Ayabaca,Montero,Nacional,2
2026,Enero,Hombre,Nacimiento,Ordinaria,Inscripción,190205,200206,Piura,Ayabaca,Pacaipampa,Nacional,12
2026,Enero,Hombre,Nacimiento,Ordinaria,Inscripción,190206,200208,Piura,Ayabaca,Sapillica,Nacional,4
2026,Enero,Hombre,Nacimiento,Ordinaria,Inscripción,190208,200210,Piura,Ayabaca,Suyo,Nacional,1
2026,Enero,Hombre,Nacimiento,Ordinaria,Inscripción,190209,200203,Piura,Ayabaca,Jilili,Nacional,1
2026,Enero,Hombre,Nacimiento,Ordinaria,Inscripción,190210,200207,Piura,Ayabaca,Paimas,Nacional,4
2026,Enero,Hombre,Nacimiento,Ordinaria,Inscripción,190301,200301,Piura,Huancabamba,Huancabamba,Nacional,2
2026,Enero,Hombre,Nacimiento,Ordinaria,Inscripción,190302,200302,Piura,Huancabamba,Canchaque,Nacional,2
2026,Enero,Hombre,Nacimiento,Ordinaria,Inscripción,190303,200304,Piura,Huancabamba,Huarmaca,Nacional,17
2026,Enero,Hombre,Nacimiento,Ordinaria,Inscripción,190304,200307,Piura,Huancabamba,Sondor,Nacional,7
2026,Enero,Hombre,Nacimiento,Ordinaria,Inscripción,190305,200308,Piura,Huancabamba,Sondorillo,Nacional,6
2026,Enero,Hombre,Nacimiento,Ordinaria,Inscripción,190306,200303,Piura,Huancabamba,El Carmen de la Frontera,Nacional,7
2026,Enero,Hombre,Nacimiento,Ordinaria,Inscripción,190307,200306,Piura,Huancabamba,San Miguel de El Faique,Nacional,4
2026,Enero,Hombre,Nacimiento,Ordinaria,Inscripción,190401,200401,Piura,Morropón,Chulucanas,Nacional,66
2026,Enero,Hombre,Nacimiento,Ordinaria,Inscripción,190402,200402,Piura,Morropón,Buenos Aires,Nacional,4
2026,Enero,Hombre,Nacimiento,Ordinaria,Inscripción,190403,200403,Piura,Morropón,Chalaco,Nacional,2
2026,Enero,Hombre,Nacimiento,Ordinaria,Inscripción,190404,200405,Piura,Morropón,Morropón,Nacional,2
2026,Enero,Hombre,Nacimiento,Ordinaria,Inscripción,190405,200406,Piura,Morropón,Salitral,Nacional,4
2026,Enero,Hombre,Nacimiento,Ordinaria,Inscripción,190408,200404,Piura,Morropón,La Matanza,Nacional,2
2026,Enero,Hombre,Nacimiento,Ordinaria,Inscripción,190501,200501,Piura,Paita,Paita,Nacional,33
2026,Enero,Hombre,Nacimiento,Ordinaria,Inscripción,190502,200502,Piura,Paita,Amotape,Nacional,1
2026,Enero,Hombre,Nacimiento,Ordinaria,Inscripción,190504,200505,Piura,Paita,La Huaca,Nacional,5
2026,Enero,Hombre,Nacimiento,Ordinaria,Inscripción,190505,200504,Piura,Paita,Colan,Nacional,11
2026,Enero,Hombre,Nacimiento,Ordinaria,Inscripción,190506,200506,Piura,Paita,Tamarindo,Nacional,2
2026,Enero,Hombre,Nacimiento,Ordinaria,Inscripción,190507,200507,Piura,Paita,Vichayal,Nacional,2
2026,Enero,Hombre,Nacimiento,Ordinaria,Inscripción,190601,200601,Piura,Sullana,Sullana,Nacional,150
2026,Enero,Hombre,Nacimiento,Ordinaria,Inscripción,190602,200602,Piura,Sullana,Bellavista,Nacional,9
2026,Enero,Hombre,Nacimiento,Ordinaria,Inscripción,190603,200604,Piura,Sullana,Lancones,Nacional,5
2026,Enero,Hombre,Nacimiento,Ordinaria,Inscripción,190604,200605,Piura,Sullana,Marcavelica,Nacional,4
2026,Enero,Hombre,Nacimiento,Ordinaria,Inscripción,190605,200606,Piura,Sullana,Miguel Checa,Nacional,1
2026,Enero,Hombre,Nacimiento,Ordinaria,Inscripción,190606,200607,Piura,Sullana,Querecotillo,Nacional,5
2026,Enero,Hombre,Nacimiento,Ordinaria,Inscripción,190607,200608,Piura,Sullana,Salitral,Nacional,1
2026,Enero,Hombre,Nacimiento,Ordinaria,Inscripción,190608,200603,Piura,Sullana,Ignacio Escudero,Nacional,7
2026,Enero,Hombre,Nacimiento,Ordinaria,Inscripción,190701,200701,Piura,Talara,Pariñas,Nacional,53
